Title,Ingredients,Loves,kategori
Tengkleng tulang kambing,"1 kg tulang kambing--500 ml santan--1000 ml air--Secukupnya garam--Secukupnya gula jawa--Secukupnya penyedap--""Bumbu""--2 lembar daun salam--2 cm laos--1 lembar daun jeruk--1 batang serai--2 ruas jahe--2 ruas kunyit--4 ruas jari, kayu manis--4 butir cengkeh--10 buah cabe utuh--☘bumbu halus☘--5 bawang merah--4 bawang putih--3 butir kemiri--1 sdt ketumbar--Merica bubuk--",6,kambing
Sop kambing Idul Adha 😁,"15-20 siung bawang putih (ukuran sedang)--500 gr daging dan tulang kambing--1 sdm merica butir--3-5 cm jahe (sesuai selera)--10 butir cengkeh--5 cm kayu manis--1 butir pala--Secukupnya Bunga lawang--2-3 L air--4 buah wortel--4 buah kentang--2 buah tomat--1 batang Seledri dan bawang daun--Secukupnya Garam, gula, penyedap rasa--Secukupnya Bawang goreng--",18,kambing
Tongseng Kambing #KitaBerbagi,"250 gr Daging Kambing (boleh campur tulang/iga)--2 lembar daun salam--1/2 ruas jahe (keprek)--air masak utk merebus dan menambah kuah (takarannya dikira2 aja)--2 sdm minyak untuk menumis--4 sdm Santan kental--1 sdm gula pasir--1 sdm garam halus--merica bubuk--Bumbu Halus:--6 siung bawang merah--3 siung bawang putih--1 bh kemiri--1/2 ruas jahe--1 cm kunyit--1 sdt garam--1 sdt gula--secukupnya merica bubuk--secukupnya ketumbar bubuk--3 sdm kecap manis--Bumbu Kasar:--1 btg sereh--2 lmbr daun salam--2 lmbr daun jeruk--1 cm lengkuas (keprek)--sesuai selera cabe rawit dan cabe hijau rajang miring2,--",5,kambing
Semur daging kambing,"500 gram daging kambing, potong agak tebal kira-kira 1,5 cm--5 siung bawang putih--8 siung bawang merah--1 sdt lada hitam, sangrai (selera)--2 butir cengkeh, sangrai (selera)--1/2 ruas jari jahe--1 sdt ketumbar, sangrai--10 sdm kecap manis (saya pakai kecap Bango)--1 tangkai serai, memarkan--2 lembar daun salam--secukupnya kaldu sapi (royco)--secukupnya garam--secukupnya minyak untuk menumis--secukupnya bawang merah goreng untuk taburan--",19,kambing
Soto Balungan Sapi n Kambing Empuk by: Erni Hartanti.Amd😘😍😄,Secukupnya Balungan Sapi--Secukupnya Balungan Kambing--Secukupnya Babat Kambing empuk--Secukupnya Air--Sedikit garam--2 sdt Gula pasir--1 bks (20 gram) Bumbu Soto Ayam Sajiku--,1,kambing
Oseng kambing ala anak kos,Daging kambing--Garam--Ketumbar--Lada bubuk--Cabe--Bawang merah--Bawang putih--Bawang bombay--Daun bawang--Kecap--,6,kambing
Gule kambing #kitaberbagi,"500 gr daging kambing, tulang-tulang--2 lembar daun salam--4 lembar daun jeruk--5 cm kayu manis--2 batang batang sereh, digeprek--secukupnya Air--Minyak goreng untuk menumis--Cabe rawit merah, kalo mau pedes (optional)--secukupnya Gula garam--Penyedap rasa (optional)--200 ml santan kental (saya pake sun kara yg kecil @65ml 2bks)--Bumbu halus :--10 siung bawang merah--5 siung bawang putih--2 ruas kunyit--2 ruas jahe--5 butir kemiri--1 butir biji pala--1 sdt lada bubuk--1 sdm ketumbar bubuk--6 buah cabe merah keriting--Pelengkap :--Acar timun--Bawang merah goreng--",27,kambing
Oseng kacang panjang daging kambing,200 gr daging kambing--1 ikat kacang panjang--secukupnya Tempe--3 siuang bawang merah--3 siung bawang putih--1 ruas jari lengkuas--1 lembar daun salam--1 buah tomat hijau--Lada--secukupnya Kecap--secukupnya Gula jawa--1 sdm Garam--Nanas untuk mengempukkan daging--,3,kambing
Krengseng cabe²an kepala kambing,"1/2 kg tetelan kepala kambing, cuci bersih--Bumbu halus--7 siung Bawang putih--5 siung Bawang merah--Bumbu pelengkap--1 ruas Lengkuas, memarkan--1 ruas Jahe, memarkan--1 batang Serai, memarkan--20 biji Cabe rawit, potong serong--8 biji Cabe merah & Cabe hijau besar, potong serong--3 helai daun salam--3 helai daun jeruk--Secukupnya Ale (bisa di ganti petai)--Secukupnya kecap manis--Secukupnya garam--",7,kambing
Sop Daging Kambing Kuah Bening #kitaberbagi,200 gr daging kambing dan tulang kambing--bumbu halus :--5 siung bawang putih--10 siung bawang merah--1/2 sdt lada--1/2 butir biji pala--rempah-rempah :--2 butir kapulaga--1 buah kayu manis--2 butir cengkeh--2 butir kembang lawang--1 buah lemon--2 kotak kaldu sapi maggi--1 ruas jahe geprek--potong besar daun bawang di--potong dadu tomat di--garam--gula--bawang goreng--emping--,22,kambing
Sate Kambing Simpel,1 kg Daging Kambing (potong dadu)--4 siung bawang putih--1 sdm ketumbar--2 sachet kecap Ba*go uk kecil--secukupnya garam--secukupnya lada bubuk (taburan)--,4,kambing
Nasi goreng kambing #KitaBerbagi,5 tusuk sate kambing / bs pk daging kambing segar--Sepiring penuh nasi putih--Haluskan :--3 bh cabai merah--5 bh cabai rawit--3 siung bawang merah--3 siung bawang putih--1 bh kemiri--5 cm kunyit--1/4 sdt lada halus--1 btg serai di potong2--secukupnya Garam--1 sdt kaldu bubuk--secukupnya Kecap manis--2 sdm margarin utk menumis--,4,kambing
Sate kambing sambel kecap,2 kg daging kambing--1 buah jeruk nipis--Tusukan sate--Bumbu oles :--Kecap manis bango--secukupnya Minyak--Bumbu sambel :--8 siung bawang merah--10 buah cabe rawit--2 buah tomat--Secukupnya kecap--,7,kambing
Nasgor kambing #kitaBerbagi,5 porsi nasi putih--100 gr potongan kambing--1 sdt jinten--1 sdt bumbu gule--Bumbu halus:--1 siung bawang putih--5 biji bawang merah--3 bji cabe merah--2 buah tomat--1 sdt trasi--Secukupx garam--,4,kambing
Gule kambing#kitaberbagi,1/2 kg daging kambing--2 bgks bumbu instan gule--Secukupnya bawang merah goreng--Secukupnya bawang putih goreng--3 batang daun kucai/2 pre--Secukupnya gula&garam--,14,kambing
Kambing Bumbu Lapis (#KitaBerbagi),"1 kg Daging kambing--Bumbu :--8 bawang merah--3 bawang putih--2 cabe merah besar--2 cabe rawit (optional bisa dtmbah jika ingin pedas)--4 butir kemiri--1 sdm ketumbar--2 lembar daun salam--2 lembar daun jeruk--2 cm /Seiris engkuas geprek (dikira-kira aja ya😉)--2 cm/Seiris jahe geprek--2 bungkus Santan instan (saya paake rosebrand/kara jg bisa)--10 sdm Kecap--1 sdt merica bubuk--5 sdm gula merah (gula merah di iris"", sebnyak 5 sdm)--3 gelas/secukupnya Air--secukupnya Garam--",20,kambing
Daging kambing kecap pedas #kitaberbagi,1/4 gr daging kambing--bumbu:--5 buah bawang merah--4 buah bawang putih--5 butir kemiri--1/2 sdt ketumbar--7 buah cabe kecil--1 buah cabe merah besar--jahe--kunyit--merica bubuk--garam--gula--penyedap--,9,kambing
Sate kambing bumbu kacang #kitaberbagi,1 kg  daging kambing--1 buah jeruk nipis--1 sdt garam--Olesan atau celupan--5 siung bawang putih--5 buah kemiri--1 sdt ketumbar--50 ml kecap manis--Saus kacang--Sesuai selera cabe rawit--2 siung bawang putih--4 siung bawang merah--2 genggam kacang tanah kupas goreng--Secukupnya garam dan gula--Pelengkap--Secukupnya bawang merah iris tipis--Secukupnya tauge kacang hijau--,8,kambing
SOP KAKI KAMBING #KuahSusu,500 gr Jerohan Kambing--secukupnya Tulang kambing--2 Liter air--600 ml Susu full cream (aq susu ultra full cream)--Bahan Dihaluskan:--10 Siung bawang merah--10 Siung bawang putih--1 Sendok teh merica----Bahan Lain:--2 cm Jahe digeprek--3 Lembar daun salam--5 Tangkai cengkeh--5 Biji kapulaga--Kayu manis bubuk--Pala bubuk--Loncang (iris jgn terlalu halus)--Seledri 3 batang (buat ikat simpul)--Garam--Gula pasir----Minyak samin--Bahan Pelengkap:--Bawang goreng--Emping--Tomat (potong kecil)--Acar--Sambal bawang--Kecap--,39,kambing
Tongseng Kambing Dadakan #kitaberbagi,"500 gram daging kambing + Tulang--3 lembar daun salam--5 lembar daun jeruk--bumbu halus :--5 siung bawang merah--3 siung bawang putih--1 ruas jahe--1 ruas kunyit--2 butir kemiri sangrai--1 sdt ketumbar sangrai--1 sdt merica--2 sdt kaldu bubuk--secukupnya garam--750 ml- 1 liter air (tergantung selera)--65 ml santan kental kemasan (1 bks santan kemasan)--2 sdm kecap manis--1 batang sereh--2 lembar daun salam--2 lembar daun jeruk, sobek""--10 buah cabe rawit merah utuh--5 buah cabe rawit ijo--pelengkap :--1/2 buah kol, potong""--2 batang daun bawang, iris tipis--1/2 buah tomat, potong""--",58,kambing
Tongseng kambing(no bau),"500 gr daging kambing--5 lbr daun salam--secukupnya air untuk merebus daging--Bumbu Halus :--2 cm kunyit--2 cm jahe--1 sdt ketumbar--1 sdt lada--3 siung bawang merah--4 siung bawang putih--3 bh kemiri--3 cm lengkuas (di geprek saja)--2 btg sereh (di geprek)--2 lbr daun salam--Pelengkap :--Kol secukupnya (sesuai selera)--2 bh tomat--5 bh cabai rawit (iris sesuai selera)--secukupnya daun bawang--1 bks kara uk kecil--3-4 sdm kecap manis--secukupnya garam--gula secukupnya (sy tdk pakai MSG,hny mnambahkan gula sdkt)--",34,kambing
Daging kambing nyusss 😊,Daging kambing--Bawang putih--Bawang merah--Merica--Ketumbar--Garam--Jeruk nipis--Kecap--,2,kambing
Olahan daging kambing dapur rahma,potong dadu Daging kambing di--3 lembar Daun pepaya di remas--Kecap--Bumbu halus:--4 btr Miri--10 biji Bawang merah--5 biji Bawang putih--1 sdm Tumbar--1 sdt Garam--1/2 bks Masako--1 sdt Gula merah--1 bks Ladaku--secukupnya Lengkuas--Air asam jawa--Bahan sambal:--Cabe rawit dirajang(resep asli pakai cabai hijau besar)--1 sdm Cuka--2 buah tomat potong dadu kecil--Irisan bawang merah(resep asli gk pakai)--Kecap--,5,kambing
Sate kambing empuk #KitaBerbagi,"350 gr daging kambing (potong"")--5 siung bawang merah--2 siung bawang putih--1 butir kemiri--1/2 sdt lada bubuk--1/2 sdt ketumbar--1 cm jahe--garam--daun pepaya--secukupnya margarin  dicairkan+ kecap utk olesan daging--sambal kecap:--15 buah cabe merah--8 siung bawang merah--5 buah tomat--secukupnya kecap--",8,kambing
Tongseng Kambing 🐐 #KitaBerbagi,"600 gr daging kambing, jangan dicuci--1 batang sereh, geprek--6 lembar daun jeruk & 6 lembar daun salam--1 sdm garam--Air secukupnya untuk merebus daging--2 btg daun bawang, rajang halus--1 buah tomat ukuran besar, potong dadu--1 batang kol, rajang *Saya gak pake--Sesuai selera cabe rawit--Bumbu halus:--8 siung bawang merah--6 siung bawang putih--4 buah cabe merah--3 btr kemiri, sangrai--2 sdt biji ketumbar, sangrai--1/2 buah pala--1/4 sdt jintan--1 ruas kunyit--Bumbu lainnya:--6 lbr daun jeruk, sobek2--4 lbr daun salam--1 batang sereh, geprek--6 btr cengkeh--4 btr kapulaga--2 ruas kayu manis--2 buah bunga lawang--2 sdm gula jawa sisir--2 sdt gula pasir & garam--1/2 sdt lada bubuk--65 ml santan kental instan--2 sdm kecap manis--1 liter air--Secukupnya minyak goreng--",97,kambing
Sate kambing / sapi,"1 kg daging kambing/ sapi--bawang merah mentah secukupnya untuk campuran bumbu, iris kasar--secukupnya bawang merah goreng--secukupnya jeruk nipis--secukupnya kecap--secukupnya daun pepaya / nanas--secukupnya tusukan sate--secukupnya arang--😊bahan pencelup:--secukupnya kecap--secukupnya minyak goreng--😍bumbu kacang:--1/4 kg kacang tanah, goreng dulu--8 buah cabe merah, goreng dulu--5 siung bawang putih, goreng dulu--150 gram gula merah, sisir--secukupnya air--secukupnya garam--",5,kambing
Tengkleng Kambing #KitaBerbagi,"1 kg Daging + jeroan + tulang kambing--4 bh cabe rawit--3 lembar daun salam (remas)--2 batang sereh (geprek, simpulkan)--6 lembar daun jeruk (remas)--1 butir kapulaga--2 butir cengkeh--1 potong kayu manis--1 cm lengkuas (geprek)--1/2 bungkus santan bubuk--2-3 sdm kecap manis--Secukupnya merica bubuk--Secukupnya gula pasir--Secukupnya garam--Masako sapi--Penyedap (optional)--Bumbu halus :--6 butir Bawang putih--6 butir Bawang merah--1/4 sdt jinten--1 ruas jahe--1 ruas kunyit--1 sdt ketumbar--4 butir kemiri--",7,kambing
Sup Tulang (Kambing) Rempah,"tulang kambing matang yg sdh direbus jahe & garam--1.5 L air--2 jempol jahe, iris tipis--2 jumput cumin/jinten--2 bh bunga lawang/anis star--6 butir cengkeh--1 bongkah bawang putih, cacah--1 batang kayu manis, geprek--1 bh pala, geprek--1.5-2 sdm garam--1/2 sdm gula pasir--1/2 sdt kaldu bubuk--1/2 sdt merica bubuk, pakai merica hitam lebih OK--#versi lengkap#--1 tomat, bagi 8 bagian--1/2 bh air lemon import--secukupnya seledri & bawang goreng--",5,kambing
Sop kambing kuah susu#kitaberbagi,250 gr daging kambing dipresto--150 gr tulang kambing dipresto untuk kaldu--Bahan tambahan--5 siung bawang putih iris--5 siung bawang merah iris--1 tomat iris--0.5 bh bawang bombay iris--Sejumput jinten--Sejumput pala--5 bh kapulaga--1 sdt ladaku--Sejumput kayu manis--Sejumput ketumbar--1 bkus susu bubuk dancow--Gula garam kaldu jamur totole--,3,kambing
Tumis daging kambing #kitaberbagi,"150 gr daging kambing iris tipis--secukupnya nanas--1 buah bawang putih iris tipis--1/2 buah bawang bombay iris tipis--2 buah cabe ijo besar buang bijinya iris sesuai selera--2 buah cabe merah besar buang bijiny iris sesuai selera--secukupnya lada, garam, gula--1 sdm kecap manis--kecap asin saya tidak pakai--tomat saya tidak pakai--",2,kambing
GULE KAMBING #KitaBerbagi,"500 gr daging kambing campur tulang--10 siung bawang merah--5 siung bawang putih--1/2 sdt merica--1/4 sdt jintan, disangrai--1 buah cabe jawa--1 buah kapulaga--2 cm kayu manis--3 cm jahe--2 cm kunyit, dibakar--2 sdt garam--20 gr gula jawa--5 cm lengkuas, digeprek--3 lbr daun jeruk--1 batang sereh--2 lbr daun salam--300 ml air--750 ml santan encer--2 sdm minyak goreng--",33,kambing
Sate kambing bumbu kecap 2 #kita berbagi,200 gr daging kambing potong potong--tusuk sate--bumbu perendam--1 buah bawang putih haluskan--1/4 sdt lada halus--1/4 sdt garam--sepotong nanas haluskan--1/2 sdt minyak goreng--1 sdt kecap--ini semua bisa ditambah yaa sesuai porsi yang akan dimasak--bumbu kecap--5 buah cabe rawit iris bulat--1 buah tomat potong dadu--1 buah jeruk limau--secukupnya kecap manis--2 buah bawang merah iris halus----,2,kambing
Tumis kecap daging kambing,400 gr daging kambing--bumbu halus utk marinade:--2 siung bawang putih--1/2 sdt merica butiran--5 sdm kecap manis--1 sdm kecap asin--bumbu iris :--3 siung bawang merah--1 buah cabe merah besar--2 buah cabe rawit pedas--6 buah cabe rawit--secukupnya gula dan garam--2 sdm kecap manis--1 sdt kecap asin--secukupnya air--jika suka penyedap--secukupnya minyak goreng utk menumis--,8,kambing
Rabek kambing,1 kilo tulang kambing (bisa jg dagingnya saja)--7 siung bawang merah--5 siung bawang putih--1/4 siung bawang bombai--10 buah cabe rawit (kecil)--1/2 sdm lada halus--secukupnya garam--5 sdm kecap manis--3 sdm mentega--1/2 sdm cuka apel (cuka biang)--bawang goreng utk taburan--,5,kambing
Nasi Goreng Kambing #KitaBerbagi,"250 gram daging kambing (potong kotak)--3 piring nasi--1 sdm bubuk kari--Secukupnya garam, gula & kaldu bubuk--Secukupnya kecap manis dan air--🔹Bahan Rempah🔹--5 buah cengkeh--2 buah kapulaga--1 batang kecil kayu manis--🔹Bumbu Halus🔹--7 buah bawang merah--4 buah bawang putih--1/2 sdt jintan--1/2 sdt adas--1 sdm ketumbar--1 sdt merica--",21,kambing
Tongseng Kambing #kitaberbagi,"500 gr daging kambing (rebus sebentar dan cuci bersih)--5 helai kol,iris--1 buah tomat potong2--1 buah bawang bombay potong2 (optional)--1 sdt garam halus--1/3 sdt penyedap rasa--secukupnya gula merah--secukupnya kecap manis--minyak untuk menumis--100 ml santan--air--lengkuas geprek--1 btg sereh geprek--2 lbr daun jeruk--2 lbr daun salam--cabai (optional)--bumbu halus:--5 siung bawang merah--5 siung bawang putih--lada--2 cm jahe--2 cm kunyit--rempah2 sedikit >pala,cabe jawa,kayu manis,bunga lawang,ketumbar--",10,kambing
Sate kambing goreng #Kitaberbagi,"400 gr daging kambing--8 siung bawang merah--6 siung bawang putih--1 sdt munjung ketumbar bubuk--1/2 sdt merica bubuk--4 sdm kecap manis (sesuai selera)--sedikit nenas parut untuk pengempuk--Pelengkap: irisan cabe rawit, bawang merah, tomat--",17,kambing
Sop tulang kambing praktis#kitaberbagi,1/2 kg tulang kambing--2 lembar daun salam--1 ruas lengkuas--2 sndok makan jeruk nipis--1/2 siung bawang bombay--bawang goreng--bumbu halus--merica butir secukup'y--4 siung bawang merah--3 siung bawang putih--minyak untuk menumis--penyedap rasa secukup'y (me; Royco)--,5,kambing
SATE KAMBING #KitaBerbagi,"500 gr daging kambing, potong dadu--5 siung bawang putih--2 siung bawang merah--2 sdt ketumbar--1/2 sdt merica--1 sdt garam--25 gr gula jawa--100 ml kecap manis--50 gr kol, rajang halus--3 siung bawang merah, rajang kasar--4 buah cabe rawit merah, diiris--1 buah tomat--Tusuk sate--",5,kambing
Kambing Lada Hitam,1/4 kg daging kambing--1 bh kentang--2 bh tomat--1/2 siung bawang bombay--4 siung bawang merah (cincang)--3 siung bawah putih (cincang)--1 sdt lada hitam bubuk--1/2 sdt merica bubuk--1/2 sdt jahe--secukupnya garam--minyak goreng--,3,kambing
Sate Kambing Empuk Sambel Kecap #KitaBerbagi,"350 gr daging kambing--2 lbr daun pepaya--Bumbu halus :--6 siung bawang merah--3 siung bawang putih--2 btr kemiri--1 ruas jahe--1 sdt merica bubuk--1 sdt ketumbar bubuk--1 sdt garam--Bahan olesan :--Secukupnya margarin yg sdh di panaskan / cair--Secukupnya kecap manis--Bahan Sambel Kecap :--Irisan bawang merah,bawang putih, cabe rawit, tomat &kecap manis--Jangan lupa siapkan arang & tusuk sate nya ya--",32,kambing
Tongseng kambing #kitaberbagi,1/2 kg daging kambing--santan (sy pake 1/4 kelapa)--bumbu halus:--bawang putih--bawang merah--kemiri--cabe merah besar--cabe rawit--kunyit--bumbu cemplung:--daun salam--daun jeruk--laos--sereh--secukupnya kecap--secukupnya garam--kol--tomat--,20,kambing
Sate Kambing Simple Empuk #KitaBerbagi,1 kg daging Kambing (bisa dicampur lemak atau gajih sapi)--sesuai selera Kecap manis--1/2 buah nanas. Parut untuk mengempukkan daging--bumbu halus--5 siung bawang merah--6 siung bawang putih--1 sdt ketumbar bubuk--1 sdt jahe bubuk--1 sdt merica bubuk--1/2 blok gula jawa--1 sdt garam--Daun jeruk iris tipis--Laos / lengkuas digrebek bareng bumbu halus--,18,kambing
Oseng daging kambing dan sapi ala dechan,Secukupnya daging kambing dan sapi (sudah d rebus sampai empuk)--15 buah cabe rawit--1 buah tomat--1/2 siung bawang bombay--1/2 ruas jahe(bisa di skip)--2 sdm kecap manis--5 sdm saos cabai--3 sdm air matang--Sejumput garam--Sejumput penyedap rasa--Secukupnya minyak--,4,kambing
Krengseng Kambing Bumbu Kecap *tanpa santan #KitaBerbagi,"1 kg daging kambing/tetelan, potong2 agak kecil--Bumbu:--6 siung bawang putih,haluskan--12 btr bawang merah,haluskan--4 butir kemiri,haluskan--1/4 sdt mrica bubuk--6 buah cabe hijau besar, potong2--6 buah cabe merah besar,potong2--10 bh(sesuai selara) cabe rawit utuh--2 buah tomat,potong2--2 tangkai sere, geprek--2 ruas jahe, geprek--2 ruas lengkuas, geprek--5 lbr daun jeruk--Kecap secukupnya (kalo aku suka agak banyak--secukupnya Garam--secukupnya Kaldu bubuk--Bawang goreng secukupnya untuk taburan--secukupnya Air--Minyak utk menumis--",26,kambing
Sate Kambing #KitaBerbagi,300 gr daging kambing--Secukupnya tusuk sate--3 lbr daun pepaya--Bumbu halus:--4 siung bawang putih--1 sdm ketumbar butiran--Secukupnya garam--Sambal kecap:--Secukupnya kecap manis--Cabe rawit--Tomat--Bawang merah--,6,kambing
Semur kambing endes #KitaBerbagi,300 gr daging kambing--6 buah bawang merah(iris)--5 buah bawang putih (iris)--Tambahan--4 bawang putih dan merah(blender)--1 ruas jahe (blender)--1 buah bawang bombay ukuran sedang--15 buah cabe merah keriting--25 buah cabai rawit--15 buah cabai hijau--1 ruas lengkuas(geprek)--2 helai serai (geprek)--3 lembar daun salam--2 lembar daun jeruk purut--1 buah utuh kemiri--1 sashet masako sapi--1 bks tumbar halus--1 bks kecap bango ukuran kecil--2-3 gelas air--,5,kambing
Nasi goreng kambing ala kebon sirih #KitaBerbagi,"200 gr daging kambing (potong dadu)--3 piring nasi putih dingin--🌺Bumbu halus:--7 bawang merah--5 bawang putih--Rawit (sesuai selera)--1/2 sdt adas--1/2 sdt jintan--1 sdt ketumbar--1 btg kecil kayu manis--5 cengkeh--3 kapulaga--1 sdm bubuk kari--100 gr minyak samin--Secukupnya Gula,garam,merica,air--",26,kambing
Sate Kambing bumbu kecap #KitaBerbagi,1/4 kg daging kambing--bumbu celup:--2 siung bawang putih--5 sdm kecap--1 sdt ketumbar bubuk--5 sdm air asam jawa--4 sdm air putih--bumbu sate:--5 sdm kecap--2 sdm air asam jawa--2 sdm air putih--1 sdm bawang putih goreng (diremuk dahulu)--pelengkap:--3 siung bawang merah (iris tipis)--1 buah tomat (potong jadi 4)--secukupnya kubis--,3,kambing
Pepes otak kambing medium hot.,"1 buah Otak kambing--secukupnya Daun Kemangi--2 lembar Daun salam--1 sachet Masako ayam atau sapi.selera--secukupnya Daun pisang--Bumbu halus...--5 siung Bawang merah , butiran kecil sedang.atau sesuai selera--2 siung Bawang putih  ukuran besar.kalo kecil 3-4 siung--3 buah Cabai merah besar--sesuai selera Cabai rawit  pedasnya.kalo ndk mau pedas kasih 3--1/2 sdt Merica .atau secukupnya--1 ruas jari jempol Laos--1/2 ibu jari Kunir--1 ruas Jahe sedikit saja.setengah klingking--3-4 butir Kemiri--secukupnya Garam--Sedikit Micin bisa skip--",5,kambing
